140,I will get us food and fuel. You can take a look around if you wish* but do not go far. Meet back here at 12PM.,0,141,Robert,,IslandChatting,
141,You do what you gotta do Captain. I’m gonna go and take some photos around here. Hopefully* there won’t be any mishaps on this island.,0,142,MC,,IslandChatting,
142,I was talking to Joe. Michael* you take care of the ship while I'm away.,0,143,Robert,,IslandChatting,
143,Wait* what? Why would I do that? I’m finally in the Caribbeans. I want to take pictures!,0,144,MC,,IslandChatting,
144,Trust me* you don’t want Gary to mess around on board the ship. I need someone to keep an eye on him for me.,0,145,Robert,,IslandChatting,
145,Gary? Are you talking about the guy in the engine room?,0,146,MC,,IslandChatting,
146,Yes.,0,147,Robert,,IslandChatting,
147,Why don’t you take him with you then?,0,148,MC,,IslandChatting,
148,What guy in the engine room? What are you guys talking about?,0,149,Joe,,IslandChatting,
149,I don’t trust him but we need him for the ship in case anything breaks again.,0,150,Robert,,IslandChatting,
150,For real? What is up with this guy? Is he like your prisoner?,0,151,MC,,IslandChatting,
151,If he’s going to be a stowaway on my ship* least he could do is work for his spot.,2,152\155,Robert,,IslandChatting,
152,(Watch over Gary to make sure he doesn’t run away),0,153,,,IslandChatting,
153,Ugh* fine. I’ll go check on Gary and see what he has to say for himself. But I am still VERY curious about how he ended up on MY yacht.,0,154,MC,,IslandChatting,
154,I’m going to get us some fuel now.,0,158,Robert,,IslandChatting,
155,(Disregard Rob and take pictures around the island),0,156,,,IslandChatting,
156,Man* you're worrying too much. Where could he possibly go? You can find anyone you want to watch that boat but I’m gonna have a good time and explore. I came all the way here* to the Caribbean! It’d be a shame if I don’t get to take pictures of this beautiful scenery.,0,157,MC,,IslandChatting,
157,(MC and Joe leave the scene* Robert gets half the resources and rushes back to the boat with Gary still locked inside the engine room.),0,182,,,IslandChatting,TransitionOutMaster
158,,0,159,,,DoorOpenClose \ Conflict,EngineRoomDay6StartMaster
159,Hey Gary!,0,160,MC,,Conflict,
160,Old dude told you my name* huh? What do you want?! Why are we stopping?!,0,161,Gary,,Conflict,
161,I’m just surprised you're still alive. You know* for someone who is not even supposed to be on MY yacht.,0,162,MC,,Conflict,
162,(scoffs) That's what you think. I assume you still haven’t had that conversation you wanted with our old friend up there yet?,0,163,Gary,,Conflict,
163,No need for that now. You are going to tell me why you’re hiding on MY yacht.,0,164,MC,,Conflict,
164,Not until you tell me where we are.,0,165,Gary,,Conflict,
165,Fine. We are at a Caribbean island. I’m wasting my damn time figuring out what is up with you! Start talking.,0,166,MC,,Conflict,
166,Or what? You’re going to shoot me?,0,167,Gary,,Conflict,
167,That's not funny. Wait* what are you- !,0,168,MC,,Conflict,
168,(Gary rushes toward MC but misses* he then runs towards the door* only to be pushed back inside with the Captain* who enters the room.),0,169,,,Conflict,EngineRoomDay6Master
169,WHAT THE HELL IS UP WITH HIM?! I want you to explain this situation now!,0,170,MC,,Conflict,
170,I’ll explain after we head up on deck. Now* (turns toward Gary) you may think it’s easy to get on this ship* but you can be damn sure I’ll be keeping you aboard until we return. I’m sure you know why.,0,171,Robert,,Conflict,
171,So this is how you treat your lifesaver* huh?,0,172,Gary,,Conflict,
172,Michael. Get back up there now and I will explain later.,0,173,Robert,,Conflict,
173,But…,0,174,MC,,Conflict,
174,NOW!,0,175,Robert,,Conflict,
175,,0,176,,,Conflict,EngineRoomDay6.5Master
176,So* you’re gonna tell him? That his precious little yacht has a murderer on board?,0,177,Gary,,Conflict,
177,You’re not.,0,178,Robert,,Conflict,
178,DON’T YOU DARE TRY TO PATRONIZE ME! You wanna say something like that* go tell my family or anybody else! See if they believe you!,0,179,Gary,,Conflict,
179,I’m gonna leave you here to calm down a bit...here’s a sandwich. You should eat and get some rest.,0,180,Robert,,Conflict,
180,…,0,181,Gary,,Conflict,
181,,0,182,,,Conflict,TransitionOut
182,,0,183,,,NightTheme,SSLightNightMaster
183,,0,184,,,NightTheme \ DoorOpenClose,CabinJoeMaster
184,It’s too early to turn in for bed. Let’s go check on how the Captain is doing.,0,185,MC,,NightTheme,SSLightNightMaster
185,,0,186,,,NightTheme,EngineRoomLockedMaster
186,I don’t want to talk to Gary right now* he’ll only worsen my mood.,0,187,MC,,NightTheme,SSLightNightMaster
187,,0,188,,,NightTheme \ DoorOpenClose,BridgeAloneMaster
188,Seems like the Captain is not in his room. I wonder where he went...,0,189,MC,,NightTheme,SSLightNightMaster
189,,0,190,,,NightTheme,DeckRobertNightMaster
190,Didn’t expect to find you here.,0,191,MC,,NightTheme,
191,I...today’s the anniversary of my son’s death.,0,192,Robert,,NightTheme,
192,Wow...um...I’m sorry. How...how did he die?,0,193,MC,,NightTheme,
193,...,0,194,Robert,,NightTheme,
194,I’m sorry. I shouldn’t have asked that. It’s not my place to question you.,0,195,MC,,NightTheme,
195,No it’s okay. I’ve been running from it for too long. Now might be the time for me to face my inner demons...He died of cancer.,0,196,Robert,,NightTheme,
196,Is this why you’re so far from home?,0,197,MC,,NightTheme,
197,Far from home? (chuckles sadly) I don’t even remember what that place looks like anymore. I mean* we had this greenhouse and all I can remember now is a blurred image of it with my boy* with his face blurred* playing in the front yard.,0,198,Robert,,NightTheme,
198,Don’t you ever think about going back?,0,199,MC,,NightTheme,
199,Trust me* I do every single day. But what would that change? Now* here I am. 18 years on this ship feels more like home than any other place.,0,200,Robert,,NightTheme,
200,You’re saying...home does not necessarily have to be a physical place?,0,201,MC,,NightTheme,
201,Why would it be restricted to only physical places? If my son were here now* I would not want to go anywhere else. You see* it is never about where you are* but about how you feel when you are there.,0,202,Robert,,NightTheme,
202,I’ve...never thought about home in that sense...,0,203,MC,,NightTheme,
203,Trust me* I definitely didn’t have these thoughts in mind when I was your age either. I’m sure you’ve got some questions* right?,2,204\225,Robert,,NightTheme,
204,(Ask about Gary),0,205,,,NightTheme,
205,Yeah* about Gary.,0,206,MC,,NightTheme,
206,I’m sure you’ve heard of a Gary Wong* am I correct?,0,207,Robert,,NightTheme,
207,Gary Wong? Wait* no way! You’re talking about Gary Wong from the news who murdered his entire family 15 years ago?!,0,208,MC,,NightTheme,
208,Yes. Before you panic* I want you to know that whatever you’ve heard about him before* from news or gossip* it’s all wrong.,0,209,Robert,,NightTheme,
209,What do you mean it’s all wrong? There was evidence proving him guilty! What’s wrong with you?! Are you protecting him?!,0,210,MC,,NightTheme,
210,I called the police.,0,211,Robert,,NightTheme,
211,What?,0,212,MC,,NightTheme,
212,The family. I was a friend of theirs. That October* I was on my way to visit them* only to see a Caucasian male rushing out the front door of the house before I entered.,0,213,Robert,,NightTheme,
213,……,0,214,MC,,NightTheme,
214,Found them there* still sitting on that couch* just never waking up again…,0,215,Robert,,NightTheme,
215,I’m...I’m sorry about your friends…,0,216,MC,,NightTheme,
216,Couldn’t believe my eyes* you know? The next thing I know* I heard the police were looking for some guy called Gary Wong. He's significantly shorter than the guy I saw* and skinnier too.,0,217,Robert,,NightTheme,
217,So how did he end up here? Gary* I mean.,0,218,MC,,NightTheme,
218,I’m sure you saw news about him getting arrested. Poor guy came out of jail two years ago* only to find his wife and kids living with another man.,0,219,Robert,,NightTheme,
219,They didn’t…,0,220,MC,,NightTheme,
220,Right. They thought he actually did it. Didn’t believe what he had to say and left him . So he went on a rampage* stealing* robbing* break-ins...but he never killed a single person. He was always on the run* and two days before you rented my boat* he broke in here and has been hiding ever since.,0,221,Robert,,NightTheme,
221,This is why...he acted aggressively and wanted to leave.,0,222,MC,,NightTheme,
222,This is what happens when you no longer have a home* or when you don’t know what it means to you anymore. Anyways* you’ve got your answers. I was able to fix the navigation systems today after resupplying. Tomorrow we can return to Florida safely.,0,223,Robert,,NightTheme,
223,…Yeah* sounds good to me.,0,224,MC,,NightTheme,
224,Now* let us all get some rest.,0,230,Robert,,NightTheme,
225,(Rest),0,226,,,NightTheme,
226,I’m feeling a bit tired now. I think I’ll go to bed now.,0,227,MC,,NightTheme,
227,Fair enough. Also* I was able to fix the navigation system today* so tomorrow we can set sail safely.,0,228,Robert,,NightTheme,
228,Fantastic. I was worried if we’d be able to get going anytime soon.,0,229,MC,,NightTheme,
229,No need to worry. Now* try and get some rest.,0,230,Robert,,NightTheme,
230,,0,231,,,NightTheme,TransitionOutMaster
231,(The journey is coming to an end as we are only hours away from Florida.),0,232,,,Daytime,SSLightClearMaster
232,,0,233,,,Daytime,EngineRoomLockedMaster
233,The door is locked. Sounds of the engine running could be heard from the outside.,0,234,MC,,Daytime,SSLightClearMaster
234,,0,235,,,Daytime \ DoorOpenClose,BridgeRobertMaster
235,Hey there. I just want to apologize for being rude* and thank you for taking me on this trip. It’s been very meaningful in ways that I did not expect it to be.,0,236,MC,,DaytimeChatting,
236,You’re welcome. You know* I wish I could’ve learned as much as you had when I was your age.,0,237,Robert,,DaytimeChatting,
237,Well* our experiences make us who we are today* right? Can’t go back anyways.,0,238,MC,,Daytime,SSLightClearMaster
238,,0,239,,,Daytime \ DoorOpenClose,DeckJoeMaster
239,So* how you feeling Mike? Are you happy with what you got from this trip?,0,240,Joe,,DaytimeChatting,
240,I think I’m feeling better with my decision. Honestly* I was anxious about this trip. Thanks for coming with me Joe.,0,241,MC,,DaytimeChatting,
241,That’s what bros are for man. Plus* I got to experience places I never expected to ever visit in my life!,0,242,Joe,,DaytimeChatting,
242,It feels liberating doesn’t it?,0,243,MC,,DaytimeChatting,
243,Yeah it does. I’m starting to miss my home though. Nothing comes close to my mom’s home cooked dinner.,0,244,Joe,,DaytimeChatting,
244,Yeah...I wish I could say the same. On the flip side* I think I can get used to living like this.,0,245,MC,,DaytimeChatting,
245,What do you mean by that?,0,246,Joe,,DaytimeChatting,
246,You know* being free and living without any expectations of you. Free from worry.,0,247,MC,,DaytimeChatting,
247,I don’t know if I consider that MY lifestyle man* but whatever works for you. I’m glad you found your happiness.,0,248,Joe,,DaytimeChatting,
248,Yeah* I think I’ve found something precious that I did not expect to.,0,249,MC,,DaytimeChatting,
249,,0,250,,,Daytime,TransitionOutMaster
250,,0,251,,,Daytime \ DoorOpenClose,DeckRobertMaster
251,Have you decided on the course of this journey?,2,252\257,Robert,,DaytimeChatting,
252,(Settle down somewhere),0,253,,,DaytimeChatting,
253,Yeah. I want to settle down somewhere and keep pursuing my passion for photography. I took a lot of photos and hopefully* I can spread awareness about how destructive human behavior is to the oceans and islands.,0,254,MC,,DaytimeChatting,
254,Young man* I’m glad you found a different and more fulfilling path for your life.,0,255,Robert,,DaytimeChatting,
255,What do you mean?,0,256,MC,,DaytimeChatting,
256,Nothing* it’s just some old man’s ramble.,0,9991,Robert,,DaytimeChatting,
257,(Keep journeying with the Captain),0,258,,,DaytimeChatting,
258,Yeah. I want to keep journeying with you on this ship. I love exploring the ocean and seeing new sights. This gives me a great opportunity for me to pursue my passion for photography too!,0,259,MC,,DaytimeChatting,
259,I’m glad you chose to follow the same footsteps. I’m sure you won’t regret this decision* I give you my word.,0,260,Robert,,DaytimeChatting,
260,Well* I can always leave even if it comes down to that.,0,261,MC,,DaytimeChatting,
261,I’ll have to get used to the sound of silence again if that were to happen (sigh). I’m happy that I’m no longer alone.,0,262,Robert,,DaytimeChatting,
262,And I’m happy I finally found somewhere I can call my home.,0,9992,MC,,DaytimeChatting,
9990,After deciding to turn back* Michael returns to New York to work beneath his father. His daily mundane workstyle makes him more unmotivated each day* slowly losing his creative spark. He physically returns to a place called home but feels far from it. . .,0,9989,,,NightTheme,SSLightNightMaster
9991,After deciding to settle down at the Caribbean in small straw bungalow* Michael consistently continues to take breathtaking photographs in the Caribbean environment. He hides behind the veil of anonymity as he posts his work and creation for others to see. Each support he gets reminds him that he’s on the right path. However* he has no one to share his photographs with given that he is isolated from his father* his crewmates* and the rest of society. . .,0,9989,,,NightTheme,SSLightNightMaster
9992,After deciding to keep journeying with the Captain* Michael pursues his passion of photography surrounded by the people he has come to know* taking advantage of the ever-changing scenery the sea life has to offer. . .,0,9989,,,NightTheme,SSLightNightMaster
9989,,1,1,,,,
