141,You do what you gotta do Captain. Im gonna go and take some photos around here.,0,142,MC,,IslandChatting,,
142,I was talking to Joe. MichaelZXZ you take care of the ship while Im away.,0,143,Robert,,IslandChatting,,
143,WaitZXZ what? Why would I do that? Im finally in the Caribbeans. I want to take pictures!,0,144,MC,,IslandChatting,,
144,Trust meZXZ you dont want Gary to mess around on board the ship. I need someone to keep an eye on him for me.,0,145,Robert,,IslandChatting,,
145,Gary? Are you talking about the guy in the engine room?,0,146,MC,,IslandChatting,,
146,Yes.,0,147,Robert,,IslandChatting,,
147,Why dont you take him with you then?,0,148,MC,,IslandChatting,,
148,What guy in the engine room? What are you guys talking about?,0,149,Joe,,IslandChatting,,
149,I dont trust him but we need him for the ship in case anything breaks again.,0,150,Robert,,IslandChatting,,
150,For real? What is up with this guy? Is he like your prisoner?,0,151,MC,,IslandChatting,,
151,If hes going to be a stowaway on my shipZXZ least he could do is work for his spot.,2,152\155,Robert,,IslandChatting,,
152,(Watch over Gary to make sure he doesnt run away),0,153,,,IslandChatting,,
153,UghZXZ fine. Ill go check on Gary and see what he has to say for himself. I am still VERY curious about how he ended up on MY yacht.,0,154,MC,,IslandChatting,,
154,Im going to get us some fuel now.,0,158,Robert,,IslandChatting,,
155,(Disregard Rob and take pictures around the island),0,156,,,IslandChatting,,
156,ManZXZ youre worrying too much. Where could he possibly go? Im not going to waste my chance with this beautiful scenery.,0,157,MC,,IslandChatting,,
157,(MC and Joe leave the sceneZXZ Robert gets half the resources and rushes back to the boat with Gary still locked inside the engine room.),0,182,Narrator,,IslandChatting,,TrOut
158,,0,159,,,DoorOpenClose \ Conflict,EngineRoomDay6StartMaster,
159,Hey Gary!,0,160,MC,,Conflict,,
160,Old dude told you my nameZXZ huh? What do you want?! Why are we stopping?!,0,161,Gary,,Conflict,,
161,Im just surprised youre still alive. You knowZXZ for someone who is not even supposed to be on MY yacht.,0,162,MC,,Conflict,,
162,(scoffs) Thats what you think. I assume you still havent had that conversation you wanted with our old friend up there yet?,0,163,Gary,,Conflict,,
163,No need for that now. You are going to tell me why youre hiding on MY yacht.,0,164,MC,,Conflict,,
164,Not until you tell me where we are.,0,165,Gary,,Conflict,,
165,Fine. We are at a Caribbean island. Im wasting my damn time figuring out what is up with you! Start talking.,0,166,MC,,Conflict,,
166,Or what? Youre going to shoot me?,0,167,Gary,,Conflict,,
167,Thats not funny. WaitZXZ what are you- !,0,168,MC,,Conflict,,
168,(Gary rushes toward MC but missesZXZ he then runs towards the doorZXZ only to be pushed back inside with the CaptainZXZ who enters the room.),0,169,,,Conflict,EngineRoomDay6Master,
169,WHAT THE HELL IS UP WITH HIM?! I want you to explain this situation now!,0,170,MC,,Conflict,,
170,Ill explain later. NowZXZ (turns toward Gary) it would be in your best interest to not jump ship now. Im sure you know why.,0,171,Robert,,Conflict,,
171,So this is how you treat your lifesaverZXZ huh?,0,172,Gary,,Conflict,,
172,Michael. Get back up there now and I will explain later.,0,173,Robert,,Conflict,,
173,But . . . ,0,174,MC,,Conflict,,
174,NOW!,0,175,Robert,,Conflict,,
175,,0,176,,,Conflict,EngineRoomDay6.5Master,
176,SoZXZ youre gonna tell him? That his precious little yacht has a murderer on board?,0,177,Gary,,Conflict,,
177,Youre not.,0,178,Robert,,Conflict,,
178,DONT YOU DARE TRY TO PATRONIZE ME! You wanna say something like thatZXZ go tell my family! See if they believe you!,0,179,Gary,,Conflict,,
179,Im gonna leave you here to calm down a bit...heres a sandwich. You should eat and get some rest.,0,180,Robert,,Conflict,,
180, . . . ,0,181,Gary,,Conflict,,
181,,0,182,,,Conflict,TransitionOut,
182,,0,183,,,NightTheme,SSLightNightMaster,
183,,0,184,,,NightTheme \ DoorOpenClose,CabinJoeMaster,
184,Its too early to turn in for bed. Lets go check on how the Captain is doing.,0,185,MC,,NightTheme,SSLightNightMaster,
185,,0,186,,,NightTheme,EngineRoomLockedMaster,
186,I dont want to talk to Gary right nowZXZ hell only worsen my mood.,0,187,MC,,NightTheme,SSLightNightMaster,
187,,0,188,,,NightTheme \ DoorOpenClose,BridgeAloneMaster,
188,Seems like the Captain is not in his room. I wonder where he went...,0,189,MC,,NightTheme,SSLightNightMaster,
189,,0,190,,,NightTheme,DeckRobertNightMaster,
190,Didnt expect to find you here.,0,191,MC,,NightTheme,,
191,I...todays the anniversary of my sons death.,0,192,Robert,,NightTheme,,
192,Wow...um...Im sorry. How...how did he die?,0,193,MC,,NightTheme,,
193,...,0,194,Robert,,NightTheme,,
194,Im sorry. I shouldnt have asked that. Its not my place to question you.,0,195,MC,,NightTheme,,
195,No its okay. Its been a long time already...He died of cancer.,0,196,Robert,,NightTheme,,
196,Is this why youre so far from home?,0,197,MC,,NightTheme,,
197,Far from home? (chuckles sadly) I dont even remember what that place looks like anymore.,0,198,Robert,,NightTheme,,
198,Dont you ever think about going back?,0,199,MC,,NightTheme,,
199,Trust meZXZ I do every single day. But what would that change? NowZXZ here I am. 18 years on this ship feel more like home than any other place.,0,200,Robert,,NightTheme,,
200,Youre saying...home does not necessarily have to be a physical place?,0,201,MC,,NightTheme,,
201,Why would it be restricted to only physical places? You seeZXZ it is never about where you areZXZ but about how you feel when you are there.,0,202,Robert,,NightTheme,,
202,Ive...never thought about home in that sense...,0,203,MC,,NightTheme,,
203,Trust meZXZ I definitely didnt have these thoughts in mind when I was your age either. Im sure youve got some questionsZXZ right?,2,204\225,Robert,,NightTheme,,
204,(Ask about Gary),0,205,,,NightTheme,,
205,YeahZXZ about Gary.,0,206,MC,,NightTheme,,
206,Im sure youve heard of a Gary WongZXZ am I correct?,0,207,Robert,,NightTheme,,
207,Gary Wong? WaitZXZ no way! Youre talking about Gary Wong from the news who murdered his entire family 15 years ago?!,0,208,MC,,NightTheme,,
208,Yes. Before you panicZXZ I want you to know that whatever youve heard about him beforeZXZ from news or gossipZXZ its all wrong.,0,209,Robert,,NightTheme,,
209,What do you mean its all wrong? There was evidence proving him guilty! Whats wrong with you?! Are you protecting him?!,0,210,MC,,NightTheme,,
210,I called the police.,0,211,Robert,,NightTheme,,
211,What?,0,212,MC,,NightTheme,,
212,The family. I was a friend of theirs. That OctoberZXZ I was on my way to visit themZXZ only to see a Caucasian male rushing out the front door of the house.,0,213,Robert,,NightTheme,,
213, . . .  . . . ,0,214,MC,,NightTheme,,
214,I found them thereZXZ still sitting on that couchZXZ just never waking up again . . . ,0,215,Robert,,NightTheme,,
215,Im...Im sorry about your friends . . . ,0,216,MC,,NightTheme,,
216,Couldnt believe my eyesZXZ you know? Then the police started looking for some guy called Gary Wong. Way shorter than the guy I sawZXZ and skinnier too.,0,217,Robert,,NightTheme,,
217,So how did he end up here? GaryZXZ I mean.,0,218,MC,,NightTheme,,
218,Im sure you saw news about him getting arrested. Poor guy came out of jail two years agoZXZ only to find his wife and kids living with another man.,0,219,Robert,,NightTheme,,
219,They didnt . . . ,0,220,MC,,NightTheme,,
220,Right. They didnt believe what he had to say and left him . So he started stealing and robbingZXZ always on the run and broke into here.,0,221,Robert,,NightTheme,,
221,This is why...he acted aggressively and wanted to leave.,0,222,MC,,NightTheme,,
222,Exactly. AnywaysZXZ youve got your answers. The navigation system was fixed and we can start sailing tomorrow.,0,223,Robert,,NightTheme,,
223, . . . YeahZXZ sounds good to me.,0,224,MC,,NightTheme,,
224,NowZXZ let us all get some rest.,0,230,Robert,,NightTheme,,
225,(Rest),0,226,,,NightTheme,,
226,Im feeling a bit tired now. I think Ill go to bed now.,0,227,MC,,NightTheme,,
227,Fair enough. AlsoZXZ I was able to fix the navigation system todayZXZ so tomorrow we can set sail safely.,0,228,Robert,,NightTheme,,
228,Fantastic. I was worried if wed be able to get going anytime soon.,0,229,MC,,NightTheme,,
229,No need to worry. NowZXZ try and get some rest.,0,230,Robert,,NightTheme,,
230,,0,231,,,NightTheme,,TrOut
231,(The journey is coming to an end as we are only hours away from Florida.),0,232,,,Daytime,SSLightClearMaster,
232,,0,233,,,Daytime,EngineRoomLockedMaster,
233,The door is locked. Sounds of the engine running could be heard from the outside.,0,234,MC,,Daytime,SSLightClearMaster,
234,,0,235,,,Daytime \ DoorOpenClose,BridgeRobertMaster,
235,Hey there. I just want to thank you for taking me on this trip. Its been very meaningful in ways that I did not expect it to be.,0,236,MC,,DaytimeChatting,,
236,Youre welcome. You knowZXZ I wish I couldve learned as much as you had when I was your age.,0,237,Robert,,DaytimeChatting,,
237,WellZXZ our experiences make us who we are todayZXZ right? Cant go back anyways.,0,238,MC,,Daytime,SSLightClearMaster,
238,,0,239,,,Daytime \ DoorOpenClose,DeckJoeMaster,
239,SoZXZ how you feeling Mike? Are you happy with what you got from this trip?,0,240,Joe,,DaytimeChatting,,
240,I think Im feeling better with my decision. HonestlyZXZ I was anxious about this trip. Thanks for coming with me Joe.,0,241,MC,,DaytimeChatting,,
241,Thats what bros are for man. PlusZXZ I got to experience places I never expected to ever visit in my life!,0,242,Joe,,DaytimeChatting,,
242,It feels liberating doesnt it?,0,243,MC,,DaytimeChatting,,
243,Yeah it does. Im starting to miss my home though. Nothing comes close to my moms home cooked dinner.,0,244,Joe,,DaytimeChatting,,
244,Yeah...I wish I could say the same. On the flip sideZXZ I think I can get used to living like this.,0,245,MC,,DaytimeChatting,,
245,What do you mean by that?,0,246,Joe,,DaytimeChatting,,
246,You knowZXZ being free and living without any expectations of you. Free from worry.,0,247,MC,,DaytimeChatting,,
247,I dont know if I consider that MY lifestyle manZXZ but whatever works for you. Im glad you found your happiness.,0,248,Joe,,DaytimeChatting,,
248,YeahZXZ I think Ive found something precious that I did not expect to.,0,249,MC,,DaytimeChatting,,
249,,0,250,,,Daytime,,TrOut
250,,0,251,,,Daytime \ DoorOpenClose,DeckRobertDayMaster,
251,Have you decided on the course of this journey?,2,252\257,Robert,,DaytimeChatting,,
252,(Settle down somewhere),0,253,,,DaytimeChatting,,
253,Im seeing an end to this adventure. I want to take photos of the oceans and spread awareness of how destructive we are to the sea.,0,254,MC,,DaytimeChatting,,
254,Young manZXZ Im glad you found a different and more fulfilling path for your life.,0,255,Robert,,DaytimeChatting,,
255,What do you mean?,0,256,MC,,DaytimeChatting,,
256,NothingZXZ its just some old mans ramble.,0,9997,Robert,,DaytimeChatting,,
257,(Keep journeying with the Captain),0,258,,,DaytimeChatting,,
258,Yeah. I want to keep journeying with you on this ship. I love exploring the ocean and seeing new sights. This gives me a great opportunity for me to pursue my passion for photography too!,0,259,MC,,DaytimeChatting,,
259,Im glad you chose to follow the same footsteps. Im sure you wont regret this decisionZXZ I give you my word.,0,260,Robert,,DaytimeChatting,,
260,WellZXZ I can always leave even if it comes down to that.,0,261,MC,,DaytimeChatting,,
261,Ill have to get used to the sound of silence again if that were to happen (sigh). Im happy that Im no longer alone.,0,262,Robert,,DaytimeChatting,,
262,And Im happy I finally found somewhere I can call my home.,0,9997,MC,,DaytimeChatting,,
9999,After deciding to turn backZXZ Michael returns to New York to work beneath his father. His daily mundane workstyle makes him more unmotivated each dayZXZ,0,9998,Narrator,,NightTheme,SSLightNightMaster,
9998,slowly losing his creative spark. He physically returns to a place called home but feels far from it. . .,0,1111,Narrator,,NightTheme,,
9997,After deciding to settle down at the Caribbean in small straw bungalowZXZ Michael consistently continues to take breathtaking photographs in the Caribbean environment.,0,9996,Narrator,,NightTheme,SSLightNightMaster,
9996,He hides behind the veil of anonymity as he posts his work and creation for others to see. Each support he gets reminds him that hes on the right path.,0,9995,Narrator,,NightTheme,,
9995,HoweverZXZ he has no one to share his photographs with given that he is isolated from his fatherZXZ his crewmatesZXZ and the rest of society. . .,0,1111,Narrator,,NightTheme,,
9994,After deciding to keep journeying with the CaptainZXZ Michael pursues his passion of photography surrounded by the people he has come to knowZXZ,0,9993,Narrator,,NightTheme,SSLightNightMaster,
9993,taking advantage of the ever-changing scenery the sea life has to offer. . .,1,1111,,,,,
1111,,,,,,,,
